,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-11-01 19:13:08, 1 min 21.490 sec,0.0,2.7973160258425076,1.3085497875283052,7.824976948435322,3.6643240336350784,1.557822160100275,13.42727062347565
1,,2018-11-01 19:13:08, 1 min 21.577 sec,5.0,2.1670189779608426,1.0158514607759332,4.6959712508424545,3.2160035086734635,1.2894881033433443,10.342678567800027
2,,2018-11-01 19:13:08, 1 min 21.662 sec,10.0,1.6789037395611528,0.7898376186993581,2.8187177667124232,2.9242599907843654,1.1025238690587902,8.551296493702177
3,,2018-11-01 19:13:08, 1 min 21.752 sec,15.0,1.3011535344718235,0.6142505780192847,1.6930005202685185,2.7456822572558446,0.9727591242837438,7.538771057809551
4,,2018-11-01 19:13:08, 1 min 21.868 sec,20.0,1.0093124241533198,0.4789385714274559,1.0187115695502509,2.6082318221314114,0.8814844680807773,6.802873237978942
5,,2018-11-01 19:13:08, 1 min 21.952 sec,25.0,0.7830671164198862,0.3737217315345446,0.6131941088181557,2.5223938435892532,0.8210973639244779,6.362470702176966
6,,2018-11-01 19:13:08, 1 min 22.038 sec,30.0,0.6079640163797095,0.2919178117985943,0.36962024521254766,2.4581898733851992,0.7768293130894662,6.042697453613542
7,,2018-11-01 19:13:09, 1 min 22.126 sec,35.0,0.47250937737414417,0.22920118537915493,0.2232651117065014,2.4042968336293145,0.7508885793351775,5.780643264199947
8,,2018-11-01 19:13:09, 1 min 22.217 sec,40.0,0.3673877788225431,0.17961720722252214,0.13497378002816185,2.367798246572683,0.7310335315585864,5.606468536472672
9,,2018-11-01 19:13:09, 1 min 22.314 sec,45.0,0.28576967092197875,0.14127887878799011,0.08166430481885603,2.346322494251223,0.7196412813689891,5.505229247029279
10,,2018-11-01 19:13:09, 1 min 22.407 sec,50.0,0.22271789809785827,0.11152411806901207,0.04960326213312798,2.325064271514237,0.7097365965773499,5.405923866672031
11,,2018-11-01 19:13:09, 1 min 22.494 sec,55.0,0.17379449310111575,0.08833003621508409,0.03020452583227377,2.3140916387661297,0.7031673061156603,5.355020112607311
12,,2018-11-01 19:13:09, 1 min 22.572 sec,60.0,0.13558257679734922,0.06993739713804278,0.018382635131009097,2.3048810450411388,0.6985575105547681,5.312476631789932
13,,2018-11-01 19:13:09, 1 min 22.655 sec,65.0,0.10605873529208058,0.05578481481351355,0.01124845533175562,2.2960006484922073,0.6949561110906618,5.271618977876636
14,,2018-11-01 19:13:09, 1 min 22.742 sec,70.0,0.08336641925472436,0.044791267219294,0.006949959859354478,2.290986539506092,0.6934939360522746,5.248619324198099
15,,2018-11-01 19:13:09, 1 min 22.832 sec,75.0,0.06566511581578802,0.0360184727954323,0.004311907435100853,2.286805911217453,0.6921434410208572,5.229481275579085
16,,2018-11-01 19:13:09, 1 min 22.852 sec,76.0,0.06258194880026721,0.034460631652520744,0.003916500315639267,2.2855404081095116,0.6916253366581265,5.223694957101393
