,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_deviance,training_mae,training_r2,validation_rmse,validation_deviance,validation_mae,validation_r2
0,,2018-11-01 20:10:58, 0.000 sec,,0.0,0,0.0,,,,,,,,
1,,2018-11-01 20:10:59, 8.150 sec,190000 obs/sec,1.0403832991101984,1,1520.0,2.346231480103708,5.504802158229636,1.9995460464499717,-0.05251371905295121,2.372894718957721,5.630629347257442,2.0410929116241294,-0.09391153815766295
2,,2018-11-01 20:10:59, 8.234 sec,194895 obs/sec,11.472279260780287,11,16761.0,2.252678038542994,5.0745583453339105,1.9365124612546807,0.029748549888615305,2.31229487584859,5.346707592875647,2.0036946853097293,-0.03875157931514184
