,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-11-01 20:48:45, 1.450 sec,0.0,,,,,,
1,,2018-11-01 20:48:45, 1.480 sec,1.0,0.6995143946692696,0.4893203883495146,0.4893203883495146,0.6753448389956598,0.45609065155807366,0.45609065155807366
2,,2018-11-01 20:48:45, 1.506 sec,2.0,0.6731186723749149,0.4811484918793503,0.453088747099768,0.5950694486572239,0.4702549575070821,0.35410764872521244
3,,2018-11-01 20:48:45, 1.530 sec,3.0,0.6634421979017298,0.4932213575289998,0.440155549956678,0.5599563608406714,0.47245829399741973,0.31355112604592816
4,,2018-11-01 20:48:45, 1.555 sec,4.0,0.6405531609502495,0.4887863567444699,0.41030835200335625,0.5365475003736468,0.4692516525093962,0.2878832201572085
5,,2018-11-01 20:48:45, 1.586 sec,5.0,0.629089253270886,0.4972255955423847,0.39575328858092096,0.5312184205854416,0.47587346556166416,0.2821930103692911
6,,2018-11-01 20:48:45, 1.636 sec,6.0,0.6186733338264191,0.5004582846078159,0.3827566939878958,0.5287035137811185,0.4796584828689033,0.2795274054845013
7,,2018-11-01 20:48:45, 1.657 sec,7.0,0.6161179983319672,0.5074186852210536,0.37960138786859,0.5279990375849585,0.48802778903939176,0.2787829836906424
8,,2018-11-01 20:48:45, 1.678 sec,8.0,0.5998374237437676,0.5034858111870135,0.35980493492356025,0.5293878838961691,0.49536709161343384,0.28025153161606375
9,,2018-11-01 20:48:45, 1.697 sec,9.0,0.5871846497864802,0.49931616986377286,0.34478581294487143,0.5314906921006992,0.4995540866817661,0.28248235578968023
10,,2018-11-01 20:48:45, 1.717 sec,10.0,0.5791549442734646,0.49991577858982555,0.3354204494763999,0.5285233423360128,0.4984655335334475,0.2793369233940302
11,,2018-11-01 20:48:45, 1.740 sec,11.0,0.5729320525694331,0.5011745086412982,0.3282511368614237,0.5259685309802714,0.49796119839636094,0.27664289558154476
12,,2018-11-01 20:48:45, 1.755 sec,12.0,0.5659853451694276,0.5014247067668055,0.320339410946556,0.5254249984740598,0.5000786905979862,0.27607142902146575
